run_details,runtime
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_023,"(0.0011737346649169922, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_024,"(0.000926971435546875, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_025,"(0.0009219646453857422, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_026,"(0.0009717941284179688, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_027,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_028,"(0.00119781494140625, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_029,"(0.0010116100311279297, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_030,"(0.0007889270782470703, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_031,"(0.0009129047393798828, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_032,"(0.0009400844573974609, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_033,"(0.0010004043579101562, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_034,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_035,"(0.0009860992431640625, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_036,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_037,"(0.0009276866912841797, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_038,"(0.0009627342224121094, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_039,"(0.0007090568542480469, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_040,"(inf, inf)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_041,"(0.0009911060333251953, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_042,"(0.0009188652038574219, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_043,"(0.0008862018585205078, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_044,"(0.0009622573852539062, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_045,"(0.0009517669677734375, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_046,"(0.0009818077087402344, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_047,"(0.0009272098541259766, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_048,"(0.0009355545043945312, 0)"
algorithm_edgeIDbrutev3UB_num_nodes_000250_sim_049,"(0.0009500980377197266, 0)"
